,discourse_id,discourse_text
5737,3e049f8cdfbe,Do you ever think that exploring a planet far from home is worth it?
5738,3e049f8cdfbe,Astronauts take on the challenege to travel to Venus and to explore the mysteries of the planet
5739,5e53f0f2791e,The author supports the idea of taking the challenge to Venus by stating that the planet is worth studying for regardless of what dangers pursue them
5740,c0628aa5f77f,Most astronauts from NASA are fascinated about the idea of the exploration of Venus
5741,33715acceb73,"In article it says,"" Astronomers are fascinated by Venus because it way well once have been the most Earth-like planet in our solar system."
5742,33715acceb73,"Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth."
5743,b23ed33d1982,"In addition, it also says,"" Some simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of Venus's surface and have lasted for three weeks in such conditions."
5744,5ded217fd1f1,There are a lot of astronauts in NASA that are willing to take on the challenge to Venus and NASA has already been simulatiing prototypes to withstand the conditions similar to Venus
5745,b04d5996c3f9,The planet is not just fascinating.
5746,b04d5996c3f9,it's also really dangerous for astronauts to travel there.
5747,b04d5996c3f9,Exploring Venus is really dangerous that no one will be able to survive with such harsh conditions the astronauts have to face
5748,433acbe54454,"In the text it says, "" Even more challenging are the clouds of highly corrosive sulfuric acid in Venus's atmosphere."
5749,433acbe54454,"On the planet's surface, temperatures average over 800 degrees Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet."""
5750,433acbe54454,"In addition, the article also states, ""Venus has the hottest surface temperature of any planet in our solar system, even though Mercury is closer to our sun."""
5751,433acbe54454,"The conditions on that planet Venus are much worse than on Eath, the planet contains such heat that it is over 800 degrees Fahrenheit."
5752,024634530ca5,"For conclusion, there are a lot of dangers and obstacles that the astronauts need to prepare for if the astronauts want to accomplish the challeneg to explore Venus."
5753,024634530ca5,The author supports the idea of taking the challenge to Venus by stating that the planet is worth studying for regardless of what dangerspursue them.
5754,b7ae024edc07,Many cause of limited car usage tends to have less people on the streets.
5755,b7ae024edc07,Near the French and Swiss borders ; streets and driveways and home garages were not allowed for free parking.
5756,b7ae024edc07,It forced people to park in places where it was usually crowded.
5757,b7ae024edc07,Most people did not like the parking rules.
5758,b7ae024edc07,They either rode their bikes or walked back and forth to get to their destination.
5759,b7ae024edc07,"Later after that, many people were very upset with the parking rules, that alot of them decided to sell their car so they could park wherever and that had opened spaces for multiple cars to transpass the roads at the same time."
5760,b7ae024edc07,"Same thing in Bogota, Columbia but the problem they had, was the pollution in the air."
5761,b7ae024edc07,Columbians rode on buses with other people because the believed it was safer than being in a car and getting in an accident.
5762,b7ae024edc07,"Paris had the same problem, except they were fined to be driving."
5763,b7ae024edc07,"About 4,000 drivers were fined and others cars were to be impounded for arguing about being fined."
5764,a6b36f69acc7,"I think the better way for the car problems, is to have all people discuss the problems and explain what is best for other people."
5765,ff9f15b87c68,The solution near French and Swiss border is to let people park wherever they like and Columbia to clean up their pollution so they can live through fresh and safer enviroment.
5766,671335812c51,"The ""Facial Action Conding System"" would be a good technique for teachers to see if the students were paying attention during class, and if they were not how could they help him improve."
5767,470d36adcf48,Using this system would be beneficial for all in the class room because they will be aware of it and if something bad happens they can see the video tape.
5768,470d36adcf48,"The system of recognizion is based to describe your emotions on certain things like as, if someone is not feeling well or if they need help with their work."
5769,470d36adcf48,"We as humans, have a different variety of emotions that we can easily detect just by looking at their face."
5770,470d36adcf48,"Most people will have the same face reaction all day meaning, if someone has a angry face and someone ask him if everything is ok, his respond is yes, is that his emotions and feelings do not interacts with his face reaction."
5771,470d36adcf48,"In the Mona Lisa smile you can see like a pervert smile but at the same time, an inoccent."
5772,470d36adcf48,Determining different emotions associated with the facial muslces can truly help teachers to ditermine basic and normal emotions but also to see mixed emotions.
5773,470d36adcf48,"As the Author says, ""The facial expressions for each emotion are universal."
5774,470d36adcf48,""", this means that not everyone will demonstraste how they feel in the inside, which not all students will have the same reaction during school and classes."
5775,c3de93abd240,"In conclusion, the facial action of recognition is some how bad, because students can act different if they know that there is a digital system recording them all the time, and can be good for them to pay more attention in class."
5776,ff63922fa661,Because Venus has all proprties that humans requied to inhabit.
5777,ff63922fa661,"Also, Venus had an extremely temperatures that humans can't survived."
5778,ff63922fa661,"As the author said ""the temperature of Venus pass the 170 degress fahrentheid"", this means that humans can't resist this temperatures."
5779,ff63922fa661,"Years ago scientist fund something interesting in Venus but also dangereous, venus can be inhabit??"
5780,ff63922fa661,"?, how we can travel to Venus???"
5781,ff63922fa661,Also the Nasa do programs to send people to Venus and study the ecosism.
5782,ff63922fa661,Venus the secund planet of the solar sistem.
5783,ff63922fa661,"Scientis fund that Venus maybe can be inhabit, because they fund properties that Earth posees."
5784,ff63922fa661,"But now Venus is like pangea, a dangerous planet with dangerous gasees, earthquakes, etc."
5785,ff63922fa661,"and now, the humanity want to know how to lived in Venus."
5786,9bdd2ecf7319,"Venus is a planet that we can study, survived etc."
5787,9bdd2ecf7319,"But also it take a lot of time to do programs and prepare the people, also we are close to put the first step on Venus."
5788,9bdd2ecf7319,thank you....
5789,4cbd301cdeb4,"Summer break for students can be a very extensive time period, and during this time students tend to halt the learning process."
5790,4cbd301cdeb4,"Consequently, select schools require students to complete a summer project to ensure they do not stop learning over the long break."
5791,4cbd301cdeb4,"The projects can be assigned by the teacher or chosen by the student, this varies depending on what the teacher wants you to do."
5792,4cbd301cdeb4,"Upon receiving a Teacher-designed project, students will all have to complete the same project opposed to student-designed projects where the project is innovated by the student and it is most probable to see a majority of students with vastly different projects."
5793,e0465eb37bbb,"If I were to have to complete a summer project, I would want it to be a teacher-designed project."
5794,183503946997,executing a teacher-designed project would be less stressful than it would be opposed to it being student-designed.
5795,f9213f229f8f,"When a teacher assigns you a project, it has more than likely been executed in the past."
5796,f9213f229f8f,"for that reason, it will undoubtedly make researching for the project go a lot smoother than it would if you are researching something that has never been done."
5797,f9213f229f8f,"During the summer break, students are busy playing video games, relaxing at the beach, and hanging out with friends, with that being said it will be less stressful to just carry out a project you have been assigned, instead of having to spend time brainstorming."
5798,f9213f229f8f,"Not only do you have to discover the project in general from scratch when doing a student-designed project, but you have ponder about how you are going to conduct the project itself, and this process can take days off of students precious summer break."
5799,e197fbee4bd0,"one students self innovated project will be different from another, leaving no opportunity to get support from other classmates."
5800,d37c55df8246,"Conducting a teacher-designed project will give you the opportunity to share ideas with fellow classmates, for the reason that you will all be working on the same project."
5801,d37c55df8246,Teacher-designed projects also give light to the idea of having a partner.
5802,88ecd1380ead,"Organization is another viable issue,"
5803,804c5c70dff5,with a student-designed project you may get confused about how to carry out the project leaving it potentially incomplete or sloppy.
5804,804c5c70dff5,"On the other hand, if you are doing a teacher-designed project instructions will likely be clearer and you have will likely get a grading rubric to follow."
5805,216b6c58184e,"Some opposed to this may say, ""I do not want to do a summer project anyways, therefore let me choose the topic""."
5806,216b6c58184e,"I agree that the topic of the project may be more interesting if it is student-designed,"
5807,63b38e1defcf,but if the project is teacher-designed you will learn more.
5808,63b38e1defcf,Student designed-projects will not test the brain as much as a project that they know nothing about will.
5809,63b38e1defcf,"Moreover, students will be put to the test more if they have to research something that is beyond logic."
5810,63b38e1defcf,Even though you will learn more doing a teacher-designed project it still the easier option.
5811,63b38e1defcf,"For that reason, teacher-designed projects are the better fit because the whole point of making students do a summer break project is to ensure that they learn as much as possible."
5812,175be662c1b6,although student-designed projects are helpful the teacher should be the one innovating these summer projects.
5813,175be662c1b6,Teacher-designed projects accomplish both being the least stressful and being the least tedious.
5814,175be662c1b6,"In that light, they should undoubtedly be the way summer break projects are conducted."
5815,175be662c1b6,"This summer break if students have to do projects it should be a teacher-designed project, not only for the benefit of the students but the teacher will also be able to grade the projects easier because all of the projects should be similar."
5816,175be662c1b6,"To sum it all up, Teacher-designed projects are the clear winner, therefore if I ever have to do a summer project that is the way I would want it."
5817,b04af630947f,The face on mars was first found by the spacecraft called Viking one and was cirling mars when it found the face.
5818,b04af630947f,alot of people belive it is a real artifact.
5819,e2060d216b21,NASA has took more pictures to prove that it is infact not an artifact.
5820,33061f26611d,People belive there just covering it up so pople wont know about it.
5821,6f14716a136b,But that is not true it would benifit NASA if it were an true artifact.
5822,aeaf72767ccb,The face on mars is just a lndform
5823,00821551d0ca,because of the pictures we took we could not see and form of building structure.
5824,00821551d0ca,one thing that brings me to this conclusion is the rocks and shadows made it look and seem very real.
5825,00821551d0ca,"The text states ""...formed by shadows..."""
5826,ebbd533531f6,Tv and other things are what is drawing the attention to the matter andthey are whats broadcasting to the world that it is real.
5827,ebbd533531f6,"The text states "" It starred in a hollywood film , appeared in books , magazines, radio talk shows..."""
5828,c17da9933400,This brings me to the conclusion that infact it is not real but was made real by televison and other things.
5829,c17da9933400,People just dontt wanna listen to the since behind it.
5830,c17da9933400,If it where in fact real it would benifit NASA.
5831,e3c2a5bd863f,Cell phones have become very popular over the past years when it comes to texting and driving.
5832,60168b87b647,The behavior is very dangerous and causes death do to not paying attention to the road
5833,b37a7c97797b,They cause more crashes day by day.
5834,d5882fe83d25,Then eventually this led to enforcement by the police of when you are caught texting and driving you will get a ticket
5835,2aabe7c99794,This hurts victim family members by your mistake of texting and driving and killing the innocent.
5836,3fac70db9483,"The number one reason why people don't use a cellphone why driving, because its causes car crashes."
5837,3c565edfdee3,You have to keep your eyes on the road at all time or it will lead to jail time!!!
5838,3c565edfdee3,Driving under the age of 18 is illegal in most states.
5839,3c565edfdee3,Another way that its dangerous is if you are drinking and driving.
5840,3c565edfdee3,Which means that more people or dying each and other day.
5841,3c565edfdee3,Reports have that 1.6 million crashes are caused because drivers text while driving.
5842,832c55029831,People sometimes might argue with the fact they can multi-task well
5843,4d0ffc425767,but that doesn't change the fact that many of teens and adults are at risk when you're behind the wheel.
5844,3dbbd03a06fd,The number of deaths increase everyday do to drinking and driving as well.
5845,3dbbd03a06fd,There is a specific time you can drive after drinking which is 5 hours to sure you're ok to drive without causing a crash.
5846,3dbbd03a06fd,Which makes thousands of people dangerous drivers everyday fights the public!!
5847,3dbbd03a06fd,!
5848,a64e8e75a1c7,In conclusion texting and driving at the same time is putting yourself and others at risk because both yawl could lose your lives in a blink of an eye!
5849,a64e8e75a1c7,0ver the law that the police have created to save our lives which will make our environment or community safer.
5850,8c5b6748fdf5,"The ""Face on Mars"" was found during a search for a possible landing site for the sister ship of Viking 1,

Pictures were taken during the search, a showy likeness of a human face was spotted."
5851,8c5b6748fdf5,"An enourmous head close to two miles from end to end, was looking back at the camera."
5852,8c5b6748fdf5,"Scientists believed it was just another Martian mesa, common around a region of Mars called Cydonia."
5853,8c5b6748fdf5,But it had unusual shadows that made it look similar to an Egypt Pharaoh.
5854,8c5b6748fdf5,"The ""Face on Mars"" is a huge rock formation, which resembles a human head."
5855,8c5b6748fdf5,"Shadows gave the illusion of eyes, a nose, and a mouth, and because of this, it caused alot of attention to Mars."
5856,8c5b6748fdf5,"People believe that it was an alien monument, but proof showed that it was, just a natural landform."
5857,59acf36594fa,Few Scientists believe the Face was an alien artifact.
5858,59acf36594fa,Photographing Cydonia and the Face became a priorty for NASA.
5859,59acf36594fa,"Eighteen years after the Viking missions ended, Mars Global Surveyor (MGS) arrived at the Red Planet in September, 1997."
5860,59acf36594fa,"On April 5, 1998 Mars Global Surveyor flew over Cydonia for the first time, Michael Malin, and his Mars Orbiter Camera (MOC) team took a photo ten times sharper than the original Viking Photos in 1976."
5861,59acf36594fa,Thousands of web surfers were waiting when the image first appeared on a JPL web site.
5862,59acf36594fa,"To no surprise at all, revealed ."
5863,59acf36594fa,. . a natural landform.
5864,59acf36594fa,"No alien monument after all, Just rocks."
5865,59acf36594fa,When the photo was taken it was winter in April '98.
5866,59acf36594fa,A cloudy time of year on the Red Planet.
5867,59acf36594fa,"The camera on board MGS had to look through wispy clouds to see the Face, skeptics believe that because of this the alien markings were hidden."
5868,59acf36594fa,"As said in the article

""Malin's team captured an extraordinary photo using the camera's absolute maxium resolution."""
5869,59acf36594fa,The pixels in the 2001 image spans to 1.56 meters.
5870,59acf36594fa,While the best 1976 Viking photo had 43 meters per pixel.
5871,59acf36594fa,"In a digital image 3 times bigger than the pixel size, if there were objects on the ground in this picture, you could see what they were just by looking at it."
5872,59acf36594fa,"The picture shows the Martian equivalent of a butte or mesa, commonly found around the American West."
5873,59acf36594fa,"""It reminds me of Middle Butte in the Snake River Plain of Idaho,"" says Garvin ""That's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars."""
5874,2fab8fb6257f,"In the year 1976, when Viking 1 space craft was taking photographs of possiable landing spots for Viking 2 spacecraft, they found a formation in a rock that looked like a human face."
5875,2fab8fb6257f,"The shadows made the rock look like it had a nose, mouth, and two eyes, like a human."
5876,2fab8fb6257f,This was found in a region of the Red Planet called Cydonia.
5877,2fab8fb6257f,"The ""Head"" was nearly two miles from end to end, and it seemed to be starring back at the cameras."
5878,2fab8fb6257f,"The controllers back at the Jet Propulsion Lab were probably quite surprised when this face popped up on their screens, looking them right in the eyes."
5879,2fab8fb6257f,This sensation was short lived.
5880,2fab8fb6257f,"Scientist figured it was just another Martian mesa, which was common around Cydonia."
5881,2fab8fb6257f,The only difference with this one is it had unusal shadows that made it seem like an Egyptian Pharaoh.
5882,2fab8fb6257f,A few days later NASA unveiled the image for the public eye to see.
5883,2fab8fb6257f,"The caption on this picture was ""Huge rock formation... which resembles a human head.... formed by shadows giving the illusion of eyes,nose and a mouth."""
5884,2fab8fb6257f,NASA'S reasoning was that the picture would help engage public attraction to Mars.
5885,2fab8fb6257f,This public picture was soon a pop icon.
5886,2fab8fb6257f,"It starred in Hollywood films, was in books, magazines, talk shows on the radio, and even haunted grogery store checkout lines for over 25 years."
5887,2fab8fb6257f,Some people think that this picture is evidence of life on Mars.
5888,2fab8fb6257f,Conspiracy theorist say that this is information NASA would rather hide.
5889,2fab8fb6257f,"Defenders of the NASA budget wish that there was life on Mars, as this would make NASA more popular, and even richer, when people use the picture in books, movies, magazines, and more."
5890,2fab8fb6257f,"Although most scientist believed the face was an alien artifact, photographing Cydonia became a priority to NASA, when Mars Global Surveyor arrived at the Red Planet eighteen long years after the Viking missions ended."
5891,2fab8fb6257f,"Jim Garvin, cheif scientist, said that they felt like it was a right of taxpayers to see photographs of the face as soon as possiable."
5892,2fab8fb6257f,"On April 5, 1998, Michael Malin snapped a photograph ten times sharper then the old one."
5893,2fab8fb6257f,"This became popular with web surfers, as they were waiting for the first photo to show up on a JPL website."
5894,2fab8fb6257f,"Only this picture showed what they were not wanting, a natural landform."
5895,2fab8fb6257f,This was not an alien momument after all.
5896,2fab8fb6257f,"While most people were satisfied, others were not."
5897,2fab8fb6257f,They still think that NASA is still hiding evidence of an alien momument.
5898,2fab8fb6257f,The Face on Mars is located at 41 degrees north martian latitude where it was winter in April 1998.
5899,2fab8fb6257f,The camera on board MGS had to peer though whispy clouds to see it.
5900,2fab8fb6257f,"Perhaps, said skeptics, alien markings were hidden behind clouds on purpose, so that humans would not be able to see them."
5901,2fab8fb6257f,Mission controls planned to take another photograph of it.
5902,2fab8fb6257f,"It is not easy work, and it is not easy to target Cydonia."
5903,2fab8fb6257f,They just do not pass the face very often.
5904,2fab8fb6257f,"Nevertheless, on April 8, 2001, a cloudless summer day in Cydonia, MGS drew close enough for a second veiw."
5905,2fab8fb6257f,They had to roll the spacecraft 25 degrees to center the face in the field of view.
5906,2fab8fb6257f,They used the cameras highest resolution.
5907,2fab8fb6257f,"Each pixel in the 2001 image spans at 1.56 meters, compared to 43 meters per pixel in the best 1976 Vikings photo."
5908,2fab8fb6257f,"""As a rule of thumb, you can discern things in a digital image three times bigger than the pixel size."
5909,2fab8fb6257f,"So if there were objects on the ground such as airplanes or Egyptian-style pyramids or even small shacks, you could have seen what they were"" Said Jim Garvin."
5910,2fab8fb6257f,"What the picture actually shows is the Martian equivalent of a butte or mesa, which are landforms that are common around the American West."
5911,2fab8fb6257f,"""It reminds me of Middle Butte in the Snake River Plain of Idaho"" Says Garvin."
5912,2fab8fb6257f,"""Thats a lava dome that takes the form of an isolated mesa about the same height of the Face on Mars."""
5913,2fab8fb6257f,He added.
5914,ed286398b719,"So weather or not theFace is an alien landform or a rock formation, NASA does wish it was an alien landform, just to bring pupiclatiy to the Red Planet."
5915,4a314292d625,"However, it is highly imposable for it to be an alien momument, as they would have to have oxygen to survive,and they would have to find plenty of food and water to also survive."
5916,571d9de5c5a8,New technology called the Facial Action Coding System enables computers to identify human emotions.
5917,571d9de5c5a8,Hold on!
5918,571d9de5c5a8,"Can we actually ""calculate"" emoitons---like math homework?"
5919,571d9de5c5a8,And how can a computer recognize the subtle facial movements we humans use to express how we feel?
5920,571d9de5c5a8,"Movement of one or more muscles is called an ""action unit""."
5921,82bef26f4a7f,"In fact, we humans perform this same impressive ""calculation"" every day."
5922,82bef26f4a7f,"For instance, you can probably tell how a friend is feeling simply by the look on his or her face."
5923,82bef26f4a7f,"Of course, most of us would have trouble actually describing each facial trait that conveys happy, worried, ect."
5924,82bef26f4a7f,His new computer software stores similar anatomical information as electronic code.
5925,82bef26f4a7f,"Perhaps Dr. Huang's emotion algorithms are a different sort of of ""Da Vinci Code""!"
5926,3d58a99e0758,I'm for the new technology Facial Action Coding System
5927,3584438a5d77,"I think is a good idea for computers to know if there owner is happy, mad, sad, and ect"
5928,7df30e4b5734,"Heres a qoute from the article "" even thought individuals often show varying degrees of expression"" (like not smiling as broadly)."
5929,7df30e4b5734,Each expression is compared against a neutral face (showing no emotion).
5930,d17beb6b3d79,"I disagree, because some times there is nothing there that interest"
5931,db0c982244ca,Many schools dont have a program that people like.
5932,db0c982244ca,So if they force some one to do something that they dont like it could make them frustrated.
5933,2f39e24ef051,There is something good to it.
5934,2f39e24ef051,It can make them try new stuff.
5935,c9168850870b,It can get them interested new jobs they can try.
5936,c9168850870b,A new future they can try to achieve.
5937,c9168850870b,it could also make them a more interesting person.
5938,c9168850870b,More possible people talk to about the topic.
5939,c9168850870b,But they could despise the topic.
5940,cd5624338c72,Than forcing them in to it could make the hate it more.
5941,7810d8593db3,There could be some personal stuff that do's not let them join a club.
5942,7810d8593db3,some personal trauma that makes them less likely to join a club.
5943,7810d8593db3,it could also be that they just dont want to do it.
5944,7810d8593db3,Being part of a sports team is also very physically demanding.
5945,d868caac10fc,There is always chance they could not make it on the team
5946,2a0f1ee9938a,Plus there is always a chance of being kicked out of the club or team.
5947,2a0f1ee9938a,Plus if you try a sport out and figure out that you dont like it you can always quit.
5948,2a0f1ee9938a,There is always a chance that the club could not even help you in the real world.
5949,2a0f1ee9938a,There could be no real world implication
5950,8570bcc2a365,some times people could like try new things out.
5951,8570bcc2a365,People could also no like change in their schedule.
5952,8570bcc2a365,Forcing stuff on people isnt the best option.
5953,8570bcc2a365,There is always a chance they might like the club.
5954,8570bcc2a365,You might make some new friends.
5955,c9b9047b0eb8,The author gives good reasonings on why the idea of studying Venus is a worthy pursuit despite the dangers
5956,b1c5046f53f8,"The first reasoning that the author has is that way back when, Venus might have had open oceans and could have supported various forms of life."
5957,4908f685ae55,"Just like Earth does, the planet has a surface of rocky sediment and includes familiar feartures such as moutains, valleys, and craters."
5958,80c96f9a127a,NASA has an exquisset idea for sending humans to study Venus
5959,0f6ef982b3c0,"Just picture an enormous blimp-like contraption that hovers 30 or so miles above all of the landscapes, all of the storms, we would be care free."
5960,0f6ef982b3c0,"Nothing to worry about except for the drastic temperatures of 170 degrees Fahrenheit that we all would still have to endure while we're there, but no worries we could always just fan eachother with a paper fan."
5961,8cf15e4027b0,It 'll work the same I'm sure.
5962,8cf15e4027b0,"We would have solar powered appliences so we wouldn't have to sorry about the everyday hassal of having to plug in, detangle, of trip over any more cords."
5963,8cf15e4027b0,"This would be a major change for all of us drastic in fact, but still survivable."
5964,8cf15e4027b0,NASA has had some simpified electronics made of silicon carbide that have been tested in a chamber simulated the Venus's surface and has lasted for three weeks in such harsh and mild conditions
5965,4883c3c7e6fe,NASA would be making our living situations a lot easier to handle of Venus by creating all of this new technology today in this age/era
5966,736f5230003f,"In clonclusion, NASA has outstanding creations that would be outstandingly suitable for the human race to live on Venus."
5967,736f5230003f,"Worry free, hardly any bills to pay, and all liveable cercumstances."
5968,736f5230003f,Also that the author's idea of studying Venus is a worthy pursuit despite of all of the dangers that come with The planet.
5969,a09fb10a981e,i don't think its a bad way to test it i say they should test it to one classroom see how it works see what it can do
5970,541f0ed9e57b,"so if you ever want to put theses in classroom's give it to one class to try them out and if they like it use but if they don't u can't do anything but make something better or something just like give it a diffenert name and shape, and size stuff like that beacuse you don't want to give it to a person that dose not like the idea of using it."
5971,541f0ed9e57b,say you have three classroom's and u want to see what's the odds of these classroom's using these so you test them for like 3 weeks see how use it see if they like do they need help using them so i think it would be great to have in classrooms as long as they like them and know's how to use them is the biggest part of this new product.
5972,0f0c5fb10e0e,"My name is Proffesor Yado, and my colleague and I were discussing on the infamous ""Face on Mars""."
5973,0f0c5fb10e0e,My colleague believes in superstition and conspiracies so he stated that the face on Mars must be of extraterrestrial origin.
5974,0f0c5fb10e0e,"I said that was porposterous, but my colleague continued to try and convince me to no availe."
5975,aa0308d502bd,"I told my colleague there are many reasons why the some scientists and people thought the ""Face on Mars"" looked like a face."
5976,aa0308d502bd,I then procedded to tell him my reasons.
5977,62bc82c3270a,"First off, cameras at the time were not as advanced as they are today."
5978,62bc82c3270a,"The cameras of the day would ""distort the image and it would only capture the major features of the butte or mesa."
5979,c9151ba16b17,"The most recent image taken of the ""Face on Mars"" in 2001 looks very different from the original image taken in 1976."
5980,c9151ba16b17,"If there was a actual structure left by aliens, modern cameras would be able to see it."
5981,c9151ba16b17,The the more modern cameras of today are able to see the more defining features of a object.
5982,be83cb6dac05,Secondly humans are remarkably good at seeing faces when there is not one there.
5983,3f4ee5e5082e,When you look at a wall socket you can see what resembles a face when there is not one there.
5984,3f4ee5e5082e,"It is the same thing with the ""Face on Mars""."
5985,3f4ee5e5082e,"With the aid of shadows from the Sun, are ability to see faces when none are there, and the angle the picture was taken, the butte or mesa looks remarkably like a face or some alien made structure."
5986,8032ca30698a,In response to what I said my colleague had some things to say to try and disprove me.
5987,8032ca30698a,Due to my colleague believing in superstition and conspiracies he believed NASA and the government are hiding the truth from us.
5988,f9161a000d53,He stated they were hiding this from us because of what happened with H.G.
5989,f9161a000d53,"Wells The War of the Worlds, which caused a massive panic."
5990,f9161a000d53,The government don't want another mass panic so they have been keeping us away from the truth that aliens exist.
5991,f9161a000d53,My colleague also stated that possibly alien markings were hidden by haze as some other theorists thing so.
5992,1b6e5f9ae50d,I thought that was perpostourous but my colleague still believed the theory of aliens existing.
5993,b1274c53a0de,"Even thoug hmy colleague still believes in the ""Face on Mars"" to be a alien made structure."
5994,b1274c53a0de,I still believe it's only a butte or mesa.
5995,b1274c53a0de,"With my evindence of the ""Face on Mars"" only looking like a face due to the techonology of the time, the shadows of the sun, the angle the picture was taken, and our ability to see faces when none are there, I believe I have conclusive evidence that the ""Face on Mars is nothing but a butte or mesa."
5996,143c2b105729,There was no technology back when the Mona Lisa was made.
5997,143c2b105729,They had pictures and the picture showed emotion.
5998,143c2b105729,There are some people that can see the emotions of people and some are herd to see then others.
5999,3afd16a3087c,They are making technology to read the emotional expressions and that it knowns when your lieing.
6000,3cb1f11079c8,"There are pictures that show emotion,"
6001,b36245137a0d,"people that see other peoples emotion,"
6002,f991aac8088f,and now there making technology that reads emotional expressions.
6003,cdcaa7a43a69,"First, of there are pictures of people and there always will be."
6004,cdcaa7a43a69,In those pictures you can see someones emotion and how someone is feeling.
6005,6120a63977c4,Back then they only had pictures to see.
6006,6120a63977c4,"From theose pictures most artist and people could see peoples emotions, but it was meanly the artist that could read someones emotion."
6007,6120a63977c4,The artist could see throw someones fake smile or if it was real.
6008,6120a63977c4,That's why there pictures showed how many emotion she had.
6009,2f70df45c724,"Next, there are some people that can read others emotion and for it's hard or they can see them."
6010,df454430050a,Everybody is different most people that read somebody's emotion is because there a love one or a every good friend and they can read your emotion.
6011,df454430050a,There is just other people that don't care.
6012,df454430050a,"Most people should be able to see if your angry, sad or happy."
6013,df454430050a,"Those emotions are easy to see, kids show it all the time even when there not feeling so good."
6014,8d9bf00756d2,"Finaly, there is technology being made that reads someones emotion."
6015,8d9bf00756d2,The technology even know's when it is a lie.
6016,b5daeba38871,So somebody can just take a picture of somebody and there emotion.
6017,b5daeba38871,There is going to be a person that lie's the technology.
6018,b5daeba38871,Technology isn't going to make you feel better.
6019,b5daeba38871,"That person is going to need a love one or a close friend, to help them ou"
6020,6aa7d30df30f,There always going to be somebody close by that will help you out.
6021,6aa7d30df30f,Could be throw a picture and that could help you.
6022,6aa7d30df30f,"Or a friends that sees you happy, sad, or mad."
6023,6aa7d30df30f,"The technology might tell them there emotion, but wont help them out."
6024,6aa7d30df30f,"There are pictures that show emotion, people that see other peoples emotion, and now there making technology that reads peoples emotional expressions."
6025,fa3322609fb2,What do you like to do after school?
6026,fa3322609fb2,The answer is probably go home and relax.
6027,fa3322609fb2,But wouldn't it be great if everyone did an extracurricular activity
6028,f2c86852f8b7,Their is so much fun and exciting things to do other than just go home and relax for the rest of the day.
6029,f2c86852f8b7,I think kids should have to do extracurricular activities
6030,c1612cbe1f3f,because you make new friends
6031,9002bcca94a0,you help out your school
6032,1d533e7189c0,it creates other opportunities
6033,842e463906b1,While doing extracurricular activities you can make new friends
6034,6da901820db7,"Making new friends is bound to happen while doing extracurricular activities, you and another person are just going to click and get along with each other very well."
6035,6da901820db7,Making friends with the people that do the same extracurricular as you can have a lot of benefits.
6036,6da901820db7,Take this for example; I play football and my friend Generic_name doesn't.
6037,6da901820db7,"So when I try telling Generic_name about the struggles that I am going through on the football team or something important about the team, he can't help me with my problem because he is not involved."
6038,6da901820db7,"But, if I have a friend on the team then he can help me with my problems and I can also help with his or her problems."
6039,6da901820db7,"Overall, extracurricular activities help make friends that can help you through things."
6040,a7f4bb966e0d,Some extracurricular activities help out the school and the community a lot.
6041,1b15e3c96b29,It may be in a small way but it still helps.
6042,1b15e3c96b29,Groups that make the yearbook or students that serve on the student council are helping the school out.
6043,1b15e3c96b29,They are helping to keep the school in order and to keep students happy.
6044,1b15e3c96b29,"Other extracurricular activities like football and basketball help their school and community by winning games this helps the school make money, it helps the community by providing entertainment."
6045,1b15e3c96b29,"Some schools even have environmental clubs that help the school, the community, and even the world."
6046,1b15e3c96b29,"All in all, extracurricular activities help the school and community."
6047,24a80dd58929,When doing extracurricular activities you might find out that you are really good at something.
6048,24a80dd58929,People that are good at sports often get scholarships to play sports in college.
6049,24a80dd58929,You might write a school news paper and find out that you are a really good writer and could possibly become a writer or find another job that involves writing.
6050,24a80dd58929,Also doing these extracurricular activities will go on your resume and help you get into college.
6051,24a80dd58929,Extracurricular activities create so many opportunities it is outstanding.
6052,31c1f02ffb47,extracurricular activities have a lot of benefits.
6053,31c1f02ffb47,"They can help you make friends, help your school and community, and create new opportunities."
6054,31c1f02ffb47,People may not want to do extracurricular activities but it will help you out later on in life and you will have plenty of fun.
6055,99ec7a3e4e08,I think that the author describes how technolgoy called Facial Action Coding System enables computer to idntify human emotions and expressions of the students in the classroom are valuable.
6056,351f35cf0deb,"For example at the begging the line "" imagine being able to detect exactly how other people are feeling, even when they are trying to hide their emotions."""
6057,351f35cf0deb,Catches people attention
6058,751ffa1d7630,"Another example that the author used that was included that was good was in paragrah one when it states that ""Shes 83 percent happy, 9percent disgusted, 6 percent fearful, and 2 percent angry."
6059,751ffa1d7630,This shows that the author included logos in his paragrah another way of having a valuable short.
6060,d85fb9fc13c9,Third example has pathos catching peoples feelings or making them think being put into someone els shoes.
6061,c47818a64097,Hold on!
6062,c47818a64097,"can we actually ""calculate""emotions-like math homework?"
6063,c47818a64097,"and how can a computer recognize the subtle facial movements we humans use to express how we feel""."
6064,c47818a64097,The author also gave us examples of looking in the mirror.
6065,c47818a64097,I think that the author gave details examples for the student to having in the classroom.
